age,marital,address,income,inccat,car,carcat,ed,employ,retire,empcat,jobsat,gender,reside,wireless,multline,voice,pager,internet,callid,callwait,owntv,ownvcr,owncd,ownpda,ownpc,ownfax,news,response,gender_new
48,1,4,233,4,76.4,3,3,18,0,3,3,m,6,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,2
37,0,18,68,3,34.2,3,2,15,0,3,4,f,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1
54,0,19,40,2,19.4,2,2,17,0,3,5,m,3,1,0,1,0,0,0,0,1,1,1,0,1,0,1,1,2
37,1,5,30,2,14.8,1,3,7,0,2,5,m,2,1,1,0,0,1,0,0,1,1,1,0,1,0,0,1,2
29,0,1,62,3,30.9,3,2,8,0,2,4,m,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,0,2
29,1,4,21,1,9.9,1,3,5,0,2,2,f,5,1,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1
33,1,6,20,1,9.8,1,4,5,0,2,4,m,6,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1,2
21,0,1,29,2,14.2,1,3,0,0,1,2,f,4,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1
49,0,24,26,2,12.6,1,1,6,0,2,1,f,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1
61,1,17,61,3,30.3,3,1,40,1,3,5,f,2,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1
31,1,10,22,1,10.9,1,2,1,0,1,4,f,4,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1
51,0,12,50,3,26.6,2,1,18,0,3,5,m,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,2
54,1,1,116,4,58.4,3,2,14,0,2,4,m,2,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,2
55,1,18,73,3,36.8,3,1,29,0,3,4,m,2,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,2
41,0,6,80,4,39,3,3,6,0,2,5,m,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,2
43,1,24,99,4,48.7,3,4,12,0,2,3,f,4,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1
35,1,3,40,2,21.3,2,3,4,0,1,4,f,2,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1
29,0,4,18,1,9.1,1,2,0,0,1,1,m,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,2
70,0,44,9,1,4.4,1,2,3,1,1,4,m,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2
54,0,23,17,1,8.5,1,3,4,0,1,4,m,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,2
62,0,19,41,2,20.7,2,5,5,0,2,3,m,2,1,0,1,0,1,0,0,1,1,1,0,1,0,1,1,2
33,1,13,47,2,24.4,2,3,10,0,2,3,m,6,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,2
57,0,11,86,4,42.7,3,2,32,0,3,3,f,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1
33,1,0,42,2,21.4,2,1,3,0,1,4,m,5,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,2
41,1,9,116,4,58.1,3,2,23,0,3,5,f,4,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,1
29,1,0,66,3,32.8,3,3,5,0,2,5,m,4,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,2
54,0,26,31,2,15.7,2,3,0,0,1,1,m,1,0,0,1,0,1,0,1,1,1,1,0,1,0,1,1,2
55,0,1,34,2,17.3,2,4,4,0,1,3,f,4,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1
39,1,18,53,3,25.7,2,2,10,0,2,3,m,4,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,2
58,0,25,31,2,15.4,2,1,7,0,2,4,m,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,2
35,0,14,33,2,16.4,2,5,7,0,2,4,f,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1
50,1,13,22,1,11.1,1,2,3,0,1,3,m,3,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,2
37,0,0,40,2,20,2,1,12,0,2,4,m,4,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,2
58,1,31,33,2,16.5,2,2,0,0,1,1,f,2,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1
61,1,23,13,1,6.6,1,4,32,1,3,3,f,2,0,1,1,1,0,0,0,1,1,1,0,1,0,0,1,1
47,1,14,45,2,22.1,2,4,3,0,1,1,m,2,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,2
35,1,16,66,3,33.1,3,4,12,0,2,4,f,4,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1
46,0,25,71,3,35.1,3,3,14,0,2,4,m,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,2
36,0,8,15,1,7.5,1,2,0,0,1,1,f,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1
36,1,3,22,1,11.2,1,1,0,0,1,1,f,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1
53,1,6,29,2,14.9,1,3,4,0,1,2,m,2,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,2
53,0,18,53,3,25.2,2,1,10,0,2,5,f,1,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1
44,0,1,36,2,17.6,2,2,8,0,2,4,m,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,2
45,0,4,30,2,14.9,1,2,7,0,2,2,f,1,0,1,1,0,0,0,0,1,1,1,0,1,0,1,1,1
63,1,1,18,1,9,1,2,4,0,1,2,m,3,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,2
41,0,12,45,2,22.3,2,4,1,0,1,2,m,4,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,2
29,1,9,31,2,16,2,4,5,0,2,5,f,3,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1
43,1,3,45,2,21.8,2,4,10,0,2,2,m,2,0,0,1,0,1,0,0,1,1,1,1,1,0,1,1,2
36,0,7,18,1,8.9,1,2,15,0,3,2,f,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1
33,0,14,69,3,34.9,3,2,12,0,2,3,m,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,2
24,0,4,16,1,8,1,3,0,0,1,1,m,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,2
59,0,9,88,4,43.1,3,4,9,0,2,3,f,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1
43,1,16,172,4,86.8,3,5,5,0,2,3,f,2,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
28,1,2,67,3,33.7,3,5,2,0,1,2,f,2,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1
43,0,3,34,2,16.2,2,2,1,0,1,2,f,1,0,1,1,0,0,1,1,1,1,1,0,1,0,1,0,1
37,0,11,59,3,29.4,2,4,9,0,2,4,f,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1
28,1,0,36,2,18.2,2,1,9,0,2,5,m,4,0,1,0,1,0,1,1,1,1,1,0,0,0,1,1,2
65,1,42,9,1,4.3,1,1,9,1,2,2,m,2,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,2
43,1,18,27,2,13.5,1,2,5,0,2,4,f,2,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1
30,0,6,48,2,23.4,2,4,0,0,1,1,m,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,1,2
22,0,2,25,2,12.6,1,2,4,0,1,2,m,1,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,2
28,0,2,21,1,10.2,1,1,2,0,1,2,m,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,2
56,1,7,36,2,17.5,2,1,6,0,2,2,f,2,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1,1
39,1,13,38,2,19.4,2,2,3,0,1,1,f,2,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1
43,0,16,55,3,27.7,2,4,18,0,3,3,m,2,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,2
36,1,6,43,2,22.6,2,2,9,0,2,5,f,2,0,0,1,0,0,1,0,1,1,1,0,1,0,1,1,1
48,1,16,66,3,32.8,3,1,16,0,3,4,f,4,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1
61,0,21,77,4,38.2,3,1,33,0,3,3,f,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1
28,0,3,16,1,7.9,1,1,1,0,1,3,m,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,2
32,0,13,51,3,25.2,2,4,5,0,2,2,m,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,2
53,0,27,57,3,28.5,2,1,16,0,3,3,f,1,0,0,1,0,8,1,1,1,1,1,0,0,0,0,1,1
45,0,7,37,2,18.6,2,1,4,0,1,3,m,4,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,2
48,1,27,45,2,21.4,2,4,21,0,3,5,m,2,1,0,1,1,0,1,0,1,1,1,0,1,1,0,1,2
28,1,5,138,4,69,3,3,5,0,2,4,m,6,0,1,0,0,0,0,1,1,1,1,0,1,0,1,1,2
48,1,7,117,4,59,3,3,19,0,3,3,m,2,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,2
26,0,1,35,2,17.6,2,1,8,0,2,1,m,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,2
36,1,10,23,1,11.6,1,1,1,0,1,3,m,6,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,2
21,1,0,18,1,9.1,1,2,0,0,1,1,m,4,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,2
47,1,12,58,3,28.4,2,2,14,0,2,4,f,3,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1
43,1,11,18,1,8.8,1,1,1,0,1,4,f,6,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1
40,1,15,28,2,14.2,1,2,5,0,2,2,f,2,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1
42,0,7,94,4,46.4,3,1,21,0,3,3,f,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1
29,0,2,35,2,17,2,3,4,0,1,3,m,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,2
37,0,4,58,3,28.5,2,5,4,0,1,3,m,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,2
40,1,21,110,4,54.6,3,2,20,0,3,4,m,4,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,2
58,1,2,111,4,55.5,3,1,18,0,3,5,f,2,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1
49,0,22,143,4,72,3,3,20,0,3,4,m,1,1,0,1,0,0,0,1,1,1,1,0,1,0,1,1,2
75,0,20,10,1,4.9,1,1,21,1,3,1,m,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,2
32,0,3,25,2,13,1,2,5,0,2,3,f,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1
56,1,37,98,4,49.8,3,2,21,0,3,3,f,2,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1
28,0,6,41,2,20,2,5,0,0,1,2,m,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,2
54,1,8,213,4,72,3,2,26,0,3,5,f,3,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1
48,1,21,98,4,46.3,3,4,22,0,3,5,f,5,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1
32,1,0,23,1,12,1,4,0,0,1,1,f,4,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
43,0,15,34,2,17.4,2,4,2,0,1,1,f,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,1
27,0,6,19,1,9.3,1,3,0,0,1,2,f,1,0,1,1,0,1,0,0,1,1,1,0,1,0,1,1,1
51,0,8,49,2,23.9,2,1,21,0,3,2,f,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,1,1
40,1,17,16,1,8,1,1,0,0,1,1,m,3,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,2
51,1,25,205,4,75,3,3,19,0,3,2,f,4,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1
56,1,10,94,4,48.8,3,1,23,0,3,5,m,3,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,2
34,1,11,31,2,15.2,2,2,2,0,1,3,m,5,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,2
57,0,25,9,1,4.5,1,4,25,1,3,4,m,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,2
51,1,1,41,2,21.1,2,3,13,0,2,4,m,3,0,0,0,0,1,0,0,1,1,1,0,1,0,1,1,2
40,0,16,100,4,51.1,3,4,1,0,1,3,f,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1
22,0,3,14,1,6.8,1,3,1,0,1,2,m,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,2
36,1,3,31,2,15.2,2,5,4,0,1,1,f,3,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1
33,1,4,76,4,38.7,3,3,11,0,2,4,m,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,2
50,1,30,128,4,64.1,3,4,27,0,3,2,m,2,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,2
48,0,27,50,3,24.4,2,1,16,0,3,2,f,1,1,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1
38,0,7,63,3,31,3,1,5,0,2,5,m,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,2
39,0,14,62,3,30.8,3,2,14,0,2,4,m,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,2
38,0,6,27,2,13.7,1,4,15,0,3,3,m,1,0,0,1,1,0,0,0,1,1,1,0,1,0,0,1,2
31,1,1,25,2,12,1,2,5,0,2,3,f,6,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1
54,0,20,406,4,75.5,3,1,37,0,3,4,f,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1
40,0,10,16,1,7.9,1,1,0,0,1,1,m,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,2
35,0,9,70,3,35.5,3,3,0,0,1,1,m,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,1,2
72,0,15,16,1,7.8,1,2,32,1,3,5,f,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1
57,1,27,96,4,49.4,3,1,24,0,3,2,m,4,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,2
28,1,0,30,2,14.4,1,3,0,0,1,1,m,4,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,2
53,1,2,203,4,77.8,3,4,22,0,3,4,f,6,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1
34,0,15,30,2,14.6,1,1,1,0,1,2,m,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,2
63,1,39,307,4,77.3,3,4,24,0,3,4,m,2,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,2
39,0,17,41,2,20.7,2,1,4,0,1,1,m,2,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,2
48,1,28,20,1,9.9,1,1,4,0,1,5,m,2,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,2
51,0,10,131,4,64.6,3,2,23,0,3,5,f,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1
50,1,25,144,4,73.4,3,1,33,0,3,2,f,2,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1
39,0,5,47,2,23.1,2,1,12,0,2,4,m,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,2
36,0,9,54,3,27.1,2,4,3,0,1,1,f,1,0,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1
55,0,30,97,4,48.5,3,4,0,0,1,1,f,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
38,0,14,91,4,46.3,3,4,8,0,2,2,f,3,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1
38,1,12,31,2,15.2,2,3,15,0,3,3,f,4,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1
44,1,10,95,4,48.1,3,2,17,0,3,2,m,4,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,2
60,0,24,82,4,41.5,3,1,32,0,3,4,f,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1
57,1,38,57,3,28.2,2,3,18,0,3,3,m,4,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,2
33,1,12,63,3,30.4,3,2,13,0,2,4,m,2,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,2
30,0,3,53,3,26.6,2,2,11,0,2,5,f,3,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1
41,0,4,106,4,53.5,3,1,24,0,3,4,m,3,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,2
35,1,7,41,2,19.5,2,3,10,0,2,4,f,3,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,1
52,1,3,49,2,24.6,2,1,20,0,3,5,f,3,0,0,1,1,0,1,1,1,1,1,0,0,0,1,0,1
39,0,7,24,1,12.6,1,1,3,0,1,1,m,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,2
42,1,4,50,3,24.7,2,5,3,0,1,5,m,2,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,2
34,1,6,31,2,15.2,2,3,2,0,1,5,m,4,1,1,0,0,0,0,1,1,1,1,0,1,0,1,1,2
29,0,3,31,2,15.5,2,2,3,0,1,5,m,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,2
32,0,9,30,2,14.7,1,3,0,0,1,1,f,2,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1
34,0,8,37,2,18.4,2,3,0,0,1,1,f,2,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1
61,0,10,123,4,61.5,3,2,27,0,3,5,m,2,0,1,0,0,1,0,0,1,1,1,0,0,0,1,1,2
47,1,24,183,4,91.7,3,4,24,0,3,5,m,4,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,2
52,1,21,192,4,97.1,3,2,28,0,3,5,m,2,1,1,1,1,0,1,0,1,1,1,0,1,0,0,1,2
57,1,38,25,2,12.4,1,1,11,0,2,4,f,2,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1
24,0,1,35,2,17.1,2,3,1,0,1,2,m,4,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,2
39,1,15,76,4,37.9,3,1,20,0,3,5,f,3,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1
30,1,7,23,1,10.8,1,3,8,0,2,1,f,2,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1
28,0,2,55,3,27.1,2,2,6,0,2,3,m,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,2
39,1,13,275,4,72.5,3,5,1,0,1,3,m,4,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,2
51,0,30,47,2,23.6,2,3,8,0,2,5,m,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,2
25,1,3,33,2,16.4,2,3,4,0,1,1,m,5,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,2
23,0,3,20,1,9.5,1,2,4,0,1,1,m,1,0,0,0,0,8,0,0,1,1,1,0,1,0,1,1,2
40,0,1,25,2,12.3,1,4,0,0,1,1,m,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,2
25,0,5,21,1,10.3,1,2,3,0,1,5,f,2,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1
24,1,4,22,1,10.8,1,2,1,0,1,2,f,4,0,0,1,0,9,1,0,1,1,1,0,1,0,1,0,1
54,0,24,21,1,10.3,1,3,6,0,2,4,m,2,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,2
40,1,10,64,3,32,3,4,3,0,1,1,f,2,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1
56,0,24,91,4,46.5,3,1,25,0,3,2,f,1,0,0,0,0,8,0,0,1,1,1,0,1,0,0,1,1
39,0,13,86,4,43.3,3,2,16,0,3,5,m,2,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,2
25,0,2,25,2,12.8,1,2,2,0,1,4,m,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,1,2
44,0,21,26,2,13,1,3,3,0,1,2,m,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,2
25,1,3,41,2,20.7,2,4,0,0,1,1,m,4,1,0,0,0,1,0,0,1,1,1,0,1,0,1,1,2
30,1,1,57,3,29.7,2,2,8,0,2,4,f,2,1,0,1,0,0,1,0,1,1,1,0,1,0,1,1,1
39,0,3,59,3,29.5,2,3,13,0,2,3,m,2,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,2
18,0,0,13,1,6.4,1,2,0,0,1,1,f,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1
52,1,15,50,3,24.4,2,2,9,0,2,3,m,2,1,1,0,0,1,1,0,1,1,1,0,1,1,0,1,2
42,0,18,38,2,19,2,1,10,0,2,5,f,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1
43,0,15,120,4,59.7,3,3,16,0,3,3,f,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1
49,1,26,53,3,27.1,2,2,3,0,1,2,f,3,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1
38,1,4,19,1,9.4,1,1,2,0,1,3,m,4,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,2
58,1,7,26,2,12.8,1,1,32,1,3,5,m,2,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,2
50,0,22,44,2,22.5,2,1,12,0,2,2,f,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,1,1
20,1,0,17,1,8.4,1,3,0,0,1,1,f,5,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1
28,0,9,42,2,21.6,2,2,9,0,2,3,m,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,2
33,1,14,58,3,28.7,2,2,3,0,1,2,f,4,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1
41,1,13,54,3,27.2,2,1,13,0,2,4,m,7,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,2
44,1,0,29,2,13.8,1,1,2,0,1,4,m,4,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,2
28,0,3,17,1,8.7,1,3,5,0,2,1,f,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1
65,0,35,187,4,94,3,2,33,0,3,5,f,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1
37,1,16,35,2,17.3,2,5,0,0,1,1,m,3,1,1,0,0,1,0,0,1,1,1,0,1,1,0,1,2
45,0,18,31,2,15,2,1,4,0,1,3,f,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,1
30,1,10,19,1,9.4,1,3,5,0,2,2,f,4,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1
39,0,13,28,2,13.6,1,1,9,0,2,5,f,2,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1
70,1,39,97,4,48.6,3,3,36,1,3,5,f,2,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1
42,1,15,17,1,8.4,1,1,0,0,1,5,m,4,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,2
34,1,11,39,2,19.3,2,2,8,0,2,4,m,5,0,1,1,1,0,0,0,1,1,1,0,1,0,0,1,2
65,1,15,39,2,19.3,2,2,3,0,1,4,f,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
38,0,16,53,3,27.8,2,2,13,0,2,5,m,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,2
36,1,8,18,1,9,1,2,4,0,1,2,f,2,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1
34,0,12,80,4,40.3,3,4,3,0,1,5,m,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,2
62,1,25,39,2,19.8,2,2,38,1,3,4,m,2,1,1,1,1,0,1,0,1,1,1,0,1,0,0,1,2
37,0,18,46,2,21.7,2,3,2,0,1,3,f,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1
43,0,20,153,4,76.8,3,4,9,0,2,1,m,2,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,2
65,0,7,13,1,6.4,1,2,8,1,2,1,m,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,2
23,1,3,19,1,9.5,1,1,1,0,1,1,m,5,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,2
35,0,11,38,2,19.1,2,2,6,0,2,5,f,2,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1
56,1,10,10,1,4.7,1,2,15,1,3,3,m,2,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,2
64,1,45,42,2,21.3,2,3,18,0,3,5,f,4,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1
50,1,15,67,3,32.5,3,2,6,0,2,2,f,5,0,1,0,0,1,0,0,1,1,1,0,1,0,1,1,1
39,0,8,35,2,17.5,2,1,16,0,3,5,m,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2
25,0,0,95,4,48,3,4,2,0,1,2,m,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,2
30,1,4,29,2,14.5,1,3,2,0,1,3,f,5,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,1
45,0,10,107,4,53.2,3,3,19,0,3,5,m,1,0,0,1,0,9,1,1,1,1,1,1,0,1,1,1,2
59,0,2,42,2,20.2,2,4,3,0,1,2,m,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,2
29,1,2,35,2,17.9,2,4,4,0,1,2,f,4,1,0,1,0,9,1,1,1,1,1,1,1,1,1,1,1
33,0,7,47,2,23.2,2,1,12,0,2,5,f,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1
51,1,27,63,3,31.4,3,1,18,0,3,2,f,2,1,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1
33,0,0,41,2,20.2,2,4,6,0,2,2,f,1,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1
45,1,11,59,3,29,2,2,14,0,2,5,f,4,0,1,1,1,0,0,1,1,1,1,0,1,0,0,1,1
54,0,29,41,2,20.2,2,2,5,0,2,4,f,3,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1
57,0,5,49,2,25.4,2,2,20,0,3,4,m,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1,2
40,0,21,27,2,13.4,1,1,3,0,1,1,f,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1
24,0,4,25,2,12.4,1,2,2,0,1,1,m,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,2
40,1,19,33,2,16.8,2,3,2,0,1,2,m,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2
49,1,11,52,3,25.3,2,2,8,0,2,5,m,4,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,2
33,1,11,35,2,17.3,2,2,9,0,2,4,f,3,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,1
35,0,0,30,2,14.6,1,2,4,0,1,1,f,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,1
27,0,7,30,2,14.1,1,2,3,0,1,2,m,2,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,2
20,1,0,14,1,6.8,1,3,0,0,1,1,m,5,1,0,0,0,1,1,1,1,0,0,0,1,0,1,1,2
